# time Tc_folded Tref_folded model model_err 
59325.801227 0.000000 0.000000     1.191495     0.794919 
59325.833009 0.000000 0.000000     1.187448     0.795106 
59325.864791 0.000000 0.000000     1.183176     0.795297 
59325.896573 0.000000 0.000000     1.178682     0.795493 
59325.928355 0.000000 0.000000     1.173968     0.795694 
59325.960137 0.000000 0.000000     1.169036     0.795900 
59325.991919 0.000000 0.000000     1.163889     0.796109 
59326.023701 0.000000 0.000000     1.158531     0.796323 
59326.055483 0.000000 0.000000     1.152963     0.796541 
59326.087265 0.000000 0.000000     1.147189     0.796762 
59326.119047 0.000000 0.000000     1.141212     0.796986 
59326.150829 0.000000 0.000000     1.135035     0.797213 
59326.182611 0.000000 0.000000     1.128661     0.797443 
59326.214393 0.000000 0.000000     1.122094     0.797676 
59326.246175 0.000000 0.000000     1.115337     0.797910 
59326.277957 0.000000 0.000000     1.108394     0.798147 
59326.309739 0.000000 0.000000     1.101269     0.798385 
59326.341521 0.000000 0.000000     1.093965     0.798625 
59326.373303 0.000000 0.000000     1.086486     0.798865 
59326.405085 0.000000 0.000000     1.078835     0.799107 
59326.436867 0.000000 0.000000     1.071018     0.799348 
59326.468649 0.000000 0.000000     1.063038     0.799590 
59326.500431 0.000000 0.000000     1.054899     0.799832 
59326.532213 0.000000 0.000000     1.046606     0.800074 
59326.563995 0.000000 0.000000     1.038162     0.800315 
59326.595777 0.000000 0.000000     1.029573     0.800555 
59326.627559 0.000000 0.000000     1.020841     0.800793 
59326.659341 0.000000 0.000000     1.011973     0.801030 
59326.691123 0.000000 0.000000     1.002973     0.801266 
59326.722905 0.000000 0.000000     0.993844     0.801499 
59326.754687 0.000000 0.000000     0.984592     0.801730 
59326.786469 0.000000 0.000000     0.975221     0.801959 
59326.818251 0.000000 0.000000     0.965736     0.802184 
59326.850033 0.000000 0.000000     0.956142     0.802407 
59326.881815 0.000000 0.000000     0.946443     0.802626 
59326.913597 0.000000 0.000000     0.936645     0.802841 
59326.945379 0.000000 0.000000     0.926752     0.803053 
59326.977161 0.000000 0.000000     0.916768     0.803261 
59327.008943 0.000000 0.000000     0.906699     0.803464 
59327.040725 0.000000 0.000000     0.896550     0.803663 
59327.072507 0.000000 0.000000     0.886325     0.803857 
59327.104289 0.000000 0.000000     0.876029     0.804047 
59327.136071 0.000000 0.000000     0.865667     0.804231 
59327.167853 0.000000 0.000000     0.855245     0.804410 
59327.199635 0.000000 0.000000     0.844766     0.804584 
59327.231417 0.000000 0.000000     0.834236     0.804752 
59327.263199 0.000000 0.000000     0.823659     0.804915 
59327.294981 0.000000 0.000000     0.813041     0.805071 
59327.326763 0.000000 0.000000     0.802386     0.805222 
59327.358545 0.000000 0.000000     0.791699     0.805366 
59327.390327 0.000000 0.000000     0.780985     0.805505 
59327.422109 0.000000 0.000000     0.770248     0.805636 
59327.453891 0.000000 0.000000     0.759493     0.805762 
59327.485673 0.000000 0.000000     0.748724     0.805881 
59327.517455 0.000000 0.000000     0.737947     0.805993 
59327.549237 0.000000 0.000000     0.727166     0.806099 
59327.581019 0.000000 0.000000     0.716385     0.806198 
59327.612801 0.000000 0.000000     0.705609     0.806291 
59327.644583 0.000000 0.000000     0.694842     0.806376 
59327.676365 0.000000 0.000000     0.684089     0.806455 
59327.708147 0.000000 0.000000     0.673354     0.806527 
59327.739929 0.000000 0.000000     0.662640     0.806593 
59327.771711 0.000000 0.000000     0.651953     0.806651 
59327.803493 0.000000 0.000000     0.641296     0.806703 
59327.835275 0.000000 0.000000     0.630674     0.806748 
59327.867057 0.000000 0.000000     0.620089     0.806786 
59327.898839 0.000000 0.000000     0.609547     0.806818 
59327.930621 0.000000 0.000000     0.599051     0.806843 
59327.962402 0.000000 0.000000     0.588604     0.806862 
59327.994184 0.000000 0.000000     0.578210     0.806874 
59328.025966 0.000000 0.000000     0.567873     0.806880 
59328.057748 0.000000 0.000000     0.557596     0.806880 
59328.089530 0.000000 0.000000     0.547382     0.806874 
59328.121312 0.000000 0.000000     0.537235     0.806861 
59328.153094 0.000000 0.000000     0.527157     0.806843 
