# time Tc_folded Tref_folded model 
59296.561798 0.959578 0.397174    -0.314840
59296.593580 0.991360 0.399343    -0.328353
59296.625362 1.023142 0.401512    -0.341754
59296.657144 1.054924 0.403681    -0.355041
59296.688926 1.086706 0.405850    -0.368215
59296.720708 1.118488 0.408019    -0.381273
59296.752490 1.150270 0.410188    -0.394214
59296.784272 1.182052 0.412357    -0.407038
59296.816054 1.213834 0.414526    -0.419744
59296.847836 1.245616 0.416695    -0.432331
59296.879618 1.277398 0.418864    -0.444798
59296.911400 1.309180 0.421033    -0.457145
59296.943182 1.340962 0.423202    -0.469370
59296.974964 1.372744 0.425372    -0.481472
59297.006746 1.404526 0.427541    -0.493452
59297.038528 1.436308 0.429710    -0.505308
59297.070310 1.468090 0.431879    -0.517039
59297.102092 1.499872 0.434048    -0.528646
59297.133874 1.531654 0.436217    -0.540127
59297.165656 1.563436 0.438386    -0.551482
59297.197438 1.595218 0.440555    -0.562711
59297.229220 1.627000 0.442724    -0.573812
59297.261002 1.658782 0.444893    -0.584785
59297.292784 1.690564 0.447062    -0.595630
59297.324566 1.722346 0.449231    -0.606347
59297.356348 1.754128 0.451400    -0.616934
59297.388130 1.785910 0.453569    -0.627392
59297.419912 1.817692 0.455738    -0.637720
59297.451694 1.849474 0.457907    -0.647917
59297.483476 1.881256 0.460076    -0.657984
59297.515258 1.913038 0.462245    -0.667920
59297.547040 1.944820 0.464414    -0.677724
59297.578822 1.976602 0.466583    -0.687397
59297.610604 2.008384 0.468752    -0.696938
59297.642386 2.040166 0.470921    -0.706346
59297.674168 2.071948 0.473090    -0.715622
59297.705950 2.103730 0.475259    -0.724765
59297.737732 2.135511 0.477428    -0.733775
59297.769514 2.167293 0.479597    -0.742651
59297.801296 2.199075 0.481766    -0.751394
59297.833078 2.230857 0.483935    -0.760004
59297.864860 2.262639 0.486104    -0.768479
59297.896642 2.294421 0.488273    -0.776821
59297.928424 2.326203 0.490442    -0.785028
59297.960206 2.357985 0.492611    -0.793101
59297.991988 2.389767 0.494780    -0.801039
59298.023770 2.421549 0.496949    -0.808843
59298.055552 2.453331 0.499118    -0.816511
59298.087334 2.485113 0.501287    -0.824045
59298.119116 2.516895 0.503456    -0.831444
59298.150898 2.548677 0.505625    -0.838707
59298.182680 2.580459 0.507794    -0.845836
59298.214462 2.612241 0.509963    -0.852829
59298.246244 2.644023 0.512132    -0.859686
